168.4133399330829,1103.9
163.4321247614138,1108.9
158.45978514970272,1113.9
153.49349246032202,1118.9
148.53187565878937,1123.9
143.57429861477115,1128.9
138.62093449155566,1133.9
133.67207098355698,1138.9
128.72815461998383,1143.9
123.79002509759471,1148.9
118.85893384461724,1153.9
113.9367677749185,1158.9
109.02682618840166,1163.9
104.13153255629847,1168.9
99.25290369163748,1173.9
94.39175539840762,1178.9
89.54866100850388,1183.9
84.72702742614388,1188.9
79.93246092763576,1193.9
75.26860041513942,1198.8
70.55134378990911,1203.8
65.88444254069192,1208.8
61.281342050568284,1213.8
56.75053872993846,1218.8
52.30394091124656,1223.8
47.95635715932733,1228.8
43.7148578748703,1233.8
39.57395750832856,1238.8
35.52429900004181,1243.8
31.605693148493646,1248.8
27.93179539829821,1253.8
24.483950438107577,1258.8
21.247592604103957,1263.8
18.256463782472043,1268.8
15.497335972995323,1273.8
12.994055646567904,1278.8
10.801108920852343,1283.8
8.902841447774405,1288.8
7.270036515402826,1293.8
5.893511908013883,1298.8
4.791577893839746,1303.7
3.9119200479223646,1308.7
3.2894179573540323,1313.7
2.5723583673939014,1323.7
2.0936072095992992,1333.7
1.9131016894191835,1338.7
1.52496851961089,1353.7
1.4194296085227076,1358.7
1.3392615078134658,1363.7
1.1001492765838476,1388.7
